time,rpm,object_distance,movement_fast,movement_slow,signal_quality,label
2017-11-22 23:45:00,0.0,0.9955517666666666,1.1235582733333334,19.576199999999993,3.933333333333333,0
2017-11-22 23:45:30,0.0,0.8407250666666667,23.717832159999997,26.041599333333334,4.066666666666666,0
2017-11-22 23:46:00,8.11255,0.5242132333333333,43.30337966666666,78.57452666666664,9.133333333333333,0
2017-11-22 23:46:30,0.0,0.5728120333333332,12.541035999999998,29.397153333333325,3.966666666666667,0
2017-11-22 23:47:00,0.0,0.39362026666666666,46.80309333333332,75.46599333333337,10.0,0
2017-11-22 23:47:30,8.712046666666664,0.6765411,8.289704833333335,29.930308666666672,7.633333333333334,0
2017-11-22 23:48:00,0.0,0.5283753,11.528397833333335,39.49685666666667,4.966666666666667,0
2017-11-22 23:48:30,0.0,0.4450148333333333,27.77063566666667,58.75489,4.6,0
2017-11-22 23:49:00,4.9133000000000004,0.5454103333333333,22.291109000000006,61.030746666666666,9.166666666666666,0
2017-11-22 23:49:30,16.4484,0.5744773,32.950678333333336,63.499423333333326,8.966666666666667,1
2017-11-22 23:50:00,0.0,0.5224785,6.764635600000003,54.07885999999999,8.066666666666666,1
2017-11-22 23:50:30,2.0970603333333333,0.5853228333333337,13.795101999999993,52.31116666666667,8.833333333333334,0
2017-11-22 23:51:00,0.0,0.5314653333333333,20.258787666666663,57.50820333333334,8.533333333333333,0
2017-11-22 23:51:30,0.0,0.5176813666666666,17.377999813333336,61.67208666666666,7.3,0
2017-11-22 23:52:00,0.0,0.6623455333333332,4.428792966666666,46.219846666666676,10.0,0
2017-11-22 23:52:30,11.484156666666665,0.6423771666666666,7.884131253333333,47.396989999999995,9.466666666666667,0
2017-11-22 23:53:00,5.585254666666667,0.4032136,19.882798666666666,61.462893333333334,10.0,0
2017-11-22 23:53:30,0.5800893333333333,0.4054877333333333,8.896773333333334,55.35582999999999,9.566666666666666,0
2017-11-22 23:54:00,0.0,0.3972826666666666,16.000441199999997,49.41884,8.9,0
2017-11-22 23:54:30,0.0,0.3894852000000001,54.94417333333333,78.8542,8.1,1
2017-11-22 23:55:00,0.0,0.45032513333333335,17.06336603333333,66.19790333333334,4.033333333333333,1
2017-11-22 23:55:30,4.4507699999999994,0.5632046,17.978771,69.81038666666667,6.233333333333333,0
2017-11-22 23:56:00,5.68736,0.6869288333333332,2.0452527133333334,38.724079999999994,5.733333333333333,0
2017-11-22 23:56:30,8.289269,0.7849107333333332,1.8818399766666667,25.06611666666667,7.3,0
2017-11-22 23:57:00,9.271836000000002,0.7865782,0.4632508199999999,12.916526999999997,7.0,0
2017-11-22 23:57:30,5.031621666666667,0.8629407666666665,0.03364391999999999,9.160723666666666,9.7,0
2017-11-22 23:58:00,10.057443333333334,0.8162558999999999,0.7812036966666667,10.316300000000002,7.9,0
2017-11-22 23:58:30,7.177886999999999,0.8227924000000002,0.4920880866666667,9.514835333333332,8.366666666666667,0
2017-11-22 23:59:00,19.728059999999992,0.8699300666666667,1.4503842800000002,14.298106666666666,10.0,0
2017-11-22 23:59:30,4.437286666666667,0.8544612666666666,0.0221828,9.438272666666668,9.6,1
2017-11-23 00:00:00,8.101911999999999,0.8364081000000001,0.017376526666666666,6.840686333333333,7.466666666666667,5
2017-11-23 00:00:30,13.547009999999998,0.8703231666666666,0.03179532,7.420924666666666,9.933333333333334,5
2017-11-23 00:01:00,4.548584,0.7093478666666667,4.707186793333332,24.877825999999995,5.633333333333334,5
2017-11-23 00:01:30,10.300565333333333,0.8289732333333336,1.3753324966666667,10.625996666666667,8.8,5
2017-11-23 00:02:00,5.930143333333333,0.6800442666666667,3.28601099,22.870520000000006,4.9,5
2017-11-23 00:02:30,9.834836666666666,0.7219118000000001,3.273442163333333,20.124038999999996,5.266666666666667,5
2017-11-23 00:03:00,0.0,0.7088653333333332,0.5050285166666667,11.856817999999999,4.566666666666666,5
2017-11-23 00:03:30,13.245195999999995,0.7972670333333334,0.12385389999999999,9.399527666666668,7.6,5
2017-11-23 00:04:00,3.9875683333333334,0.7866846000000003,0.017376523333333335,7.316593666666666,7.566666666666666,5
2017-11-23 00:04:30,12.407913999999996,0.8297732666666668,0.06248150666666666,8.114619666666666,8.666666666666666,5
2017-11-23 00:05:00,2.6744393333333334,0.7535219999999999,1.7968017533333334,10.249256999999998,6.466666666666667,5
2017-11-23 00:05:30,10.378886,0.8041804999999999,0.03586216333333333,12.552235999999999,8.033333333333333,5
2017-11-23 00:06:00,2.15955,0.7025879333333335,2.632357956666666,13.726861000000001,4.166666666666667,5
2017-11-23 00:06:30,6.5453366666666675,0.7984014,0.036971309999999986,12.743309000000005,7.966666666666667,5
2017-11-23 00:07:00,6.579955999999999,0.8111639000000002,0.007024553333333333,6.074394999999999,8.2,5
2017-11-23 00:07:30,20.708500000000004,0.8606746333333333,0.06913637666666668,8.291811999999998,10.0,5
